GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000096092	si:ch211-145g9.7	3	4	3	4	0.7	0	0	2	1	1	0.8	0.8	2	0	0	0	0	3
ENSDARG00000096095	buc	327	324	63	83	7	1	2	0	0	0	0	0	0	0	0.3	0.2	0	56
ENSDARG00000096097	si:dkeyp-98a7.4	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096099	si:dkey-115f9.3	0.7	0.9	0.9	2	0.9	0	0	0	0.4	0	0	0	0	0	0	0	0	2
ENSDARG00000096100	si:dkey-254e13.13	0	0	1	0	2	2	1	0	0.8	0.4	0	0.8	0.8	0.9	0.6	1	0.7	0
ENSDARG00000096103	si:dkey-174c13.1	0	0	1	0	5	2	4	0	0	0	0	0	0	0	0.9	0	0	0
ENSDARG00000096107	si:ch211-187d1.1	0	0.3	0.8	0	0.7	0.8	0.9	0	0	0	0	0	0	0	0	0.3	0	0
ENSDARG00000096110	zgc:123278	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
ENSDARG00000096118	ost4	7	9	6	5	12	19	12	57	54	33	56	62	52	72	37	49	48	2
ENSDARG00000096120	si:ch73-266f23.3	3	4	6	0	15	16	14	5	2	3	4	6	5	7	8	7	7	0
ENSDARG00000096121	si:ch211-179l5.5	0	0	1	0	0.9	0.8	0.9	0	0.4	0.9	0	0.4	0	0.8	0.8	0.8	0.8	0
ENSDARG00000096127	si:dkey-149m13.1	0	0	0	0	1	0	1	1	0.5	0	1	0	0.5	1	1	1	1	0
ENSDARG00000096134	si:dkeyp-85d8.4	0	0	1	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSDARG00000096135	si:dkey-6a5.10	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096139	si:dkey-16b10.1	0.5	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096140	znf1120	0	0.4	7	0	10	6	8	1	0.7	0.5	0.5	2	0.9	2	3	2	2	0
ENSDARG00000096141	zgc:173624	0	0	1	0	3	5	5	2	1	1	1	2	1	3	3	4	3	0
ENSDARG00000096142	si:dkey-54f18.2	0	0	2	0	2	2	2	0.9	0.9	1	1	1	1	1	0.8	0.9	2	0
ENSDARG00000096149	pus7l	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0.6	0.7	0.7	0.6	0
ENSDARG00000096152	si:dkey-149m13.4	0	0	19	0	28	25	27	2	1	0.5	1	6	3	6	14	8	8	0
ENSDARG00000096157	ZNF501 (1 of many)	0	0	0.9	0	4	2	2	0.3	0	0	0	0.5	0.6	0.7	1	0.7	0.6	0
ENSDARG00000096159	si:dkeyp-98a7.3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096161	si:dkeyp-89h8.1	0	0	0	0	0	0	0	2	7	11	5	0	0.5	1	0	0.9	1	0
ENSDARG00000096163	si:dkeyp-53e4.3	0	0	0.8	0	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096166	si:dkey-29p23.2	0.3	0.8	2	0	3	3	4	3	1	1	2	2	2	1	2	2	1	0
ENSDARG00000096170	si:ch1073-284b18.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096172	znf1113	0	0.2	2	0	3	4	3	0.5	0.5	0.6	0.5	1	1	1	2	0.9	2	0
ENSDARG00000096174	si:ch1073-39g8.1	0	0	0	0	0	0	0	0	1	0	1	0	0.5	0	0	0	0	0
ENSDARG00000096186	si:dkey-247i3.5	1	1	7	0	5	5	5	0.5	0.9	0.7	0.8	1	0.9	1	2	1	2	0
ENSDARG00000096189	si:dkey-54j5.2	0	0	5	0	8	6	8	0.2	0	0	0	0.9	0.6	1	1	2	1	0
ENSDARG00000096194	si:ch211-162i8.6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000096205	znf997	0	0.3	11	0	7	4	5	2	2	2	2	3	3	2	3	2	2	0
ENSDARG00000096210	znf1050	0	0	7	0	10	6	9	0.5	0.3	0.3	0.4	1	0.6	1	3	3	2	0
ENSDARG00000096214	si:ch211-197k17.3	6	7	11	5	5	4	3	9	16	15	14	5	5	5	4	4	8	4
ENSDARG00000096216	si:ch211-162i8.7	0.2	0.4	5	0	5	4	4	1	1	2	1	1	0.9	2	2	2	2	0
ENSDARG00000096222	si:ch211-245n8.4	0.7	3	7	0	18	10	15	2	1	1	1	2	2	2	9	6	4	0
ENSDARG00000096224	nr6a1a	3	3	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSDARG00000096226	znf1072	0	0	0	0	0.5	0.6	0.4	0	0	0	0	0	0	0	0.6	0	0	0
ENSDARG00000096227	si:dkeyp-85d8.2	0	0	0	0	2	0.7	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096229	si:dkey-260c8.8	38	53	36	1	11	8	9	1	0.8	0.5	0.8	2	2	4	6	5	5	1
ENSDARG00000096233	si:dkey-260c8.6	0	0	2	0	2	4	3	2	2	2	2	2	3	2	4	3	2	0
ENSDARG00000096238	si:dkey-156n14.10	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0
ENSDARG00000096242	si:ch211-76l23.4	0	0	0	0	0	0	0	2	6	7	8	0	0	0	0	0	0	0
ENSDARG00000096247	si:ch211-1k7.1	0	0	0	0	0.3	0.6	0.4	0	0	0	0	0	0	0	0.7	0	0	0
ENSDARG00000096249	ap1m1	6	7	5	5	3	6	3	11	14	11	13	14	11	14	11	10	12	3
ENSDARG00000096256	si:ch211-117i10.10	0	0	2	0	2	0.5	3	1	1	1	1	1	1	1	1	2	2	0
ENSDARG00000096257	si:ch73-367p23.2	0	0.1	0.2	0.2	0.2	0	0.2	405	386	331	448	193	291	58	0.2	0.6	6	0.1
ENSDARG00000096258	si:dkey-15f23.1	0.6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096262	si:ch1073-312b22.1	2	2	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096265	si:ch211-229b6.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096266	si:ch211-76l23.5	0	0	0.6	0	1	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096269	si:ch211-173n18.5	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
ENSDARG00000096270	si:dkey-176g1.6	0	0	0	0	11	14	13	11	16	18	19	11	7	12	11	8	8	0
ENSDARG00000096271	march7	0	0	0	0	0	0	0	3	2	1	2	0.9	2	0.3	0	0	0.3	0
ENSDARG00000096273	si:dkey-3n22.9	0	0	0	0	0.4	0.4	0	1	1	1	0.9	1	1	2	0.8	0.6	2	0
ENSDARG00000096278	nkd3	0	0	0.5	0	0.5	0	0.4	0	0	0	0	0	0	0	0.5	0	0	0
ENSDARG00000096290	si:dkeyp-15g8.5	0.7	0.8	0.6	0.4	0.4	0.5	0.4	0.8	1	0.9	1	0.7	0.6	0.4	0.3	0.3	0.4	0
ENSDARG00000096293	si:ch211-220l16.2	2	0.9	1	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096295	si:ch211-229o8.4	0	0.6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096299	nkd3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096300	si:dkeyp-87d8.9	0	0	0	0	0	2	0	2	0	0	0	0	0	2	2	2	2	0
ENSDARG00000096304	btr31	0.3	0.4	0	0	0	0	0	0	0.6	0.7	0.3	0	0	0	0	0	0	0
ENSDARG00000096305	si:ch73-269m14.3	0	2	0	0	0.9	0	0	0.9	0.4	0	0.9	1	0.9	1	0	0	0	2
ENSDARG00000096306	si:ch1073-342h5.2	15	17	11	10	5	7	4	2	3	3	2	3	2	3	5	3	3	5
ENSDARG00000096307	CACNA1I (1 of many)	5	5	4	0.9	2	0.1	0.6	0.2	0.5	0.5	0.3	0	0.2	0	0	0.1	0	0.6
ENSDARG00000096310	wu:fj64h06	11	9	6	5	4	4	3	1	1	1	1	1	1	2	7	3	3	0.7
ENSDARG00000096312	si:dkey-150k17.3	0.3	0.4	0.4	0	0.7	0.6	0.4	1	0.3	0.4	0.4	0.4	0.8	0.5	0.4	0.6	0.7	0
ENSDARG00000096319	si:ch211-239j9.1	0.1	0.1	0.3	0	0.3	0.3	0.1	2	3	3	3	0.8	0.7	0.7	0.4	0.7	0.8	0
ENSDARG00000096322	si:ch73-379f7.4	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0.8	0	0	0.7	0
ENSDARG00000096327	cd164l2	0	0	0	0	0	0	0	1	5	5	4	0	0	0.4	0	0	0	0
ENSDARG00000096331	si:ch73-248e21.7	0	0	0	0	0	0	0	1	0.7	0.4	0.4	2	1	2	0	0.3	2	0
ENSDARG00000096338	si:dkey-20j1.4	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0.6	0.2	0.5	0
ENSDARG00000096346	si:ch211-85n16.3	2	3	1	0	5	10	6	10	7	7	11	10	10	10	13	13	14	0
ENSDARG00000096347	si:dkey-23a11.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096355	ighv1-4	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0
ENSDARG00000096356	si:ch73-225g2.1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096359	eppk1	0	0	0.2	0	2	10	4	0.7	3	3	1	0.7	0.6	1	10	4	3	0
ENSDARG00000096365	si:ch211-195m9.3	3	5	4	5	0.4	0	0	0.8	2	2	0.9	0.6	1	1	0.3	0.5	0.5	2
ENSDARG00000096368	neu3.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ENSDARG00000096369	si:dkey-105n5.5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
ENSDARG00000096373	si:dkey-34m19.5	0	0	1	0	0.9	0.8	0.7	0.8	0	0	0.4	0.8	0.9	0.3	2	1	0.7	0
ENSDARG00000096375	march7	0	0	0	0	0	0	0.1	3	2	2	3	1	3	0.6	0	0.2	0.4	0
ENSDARG00000096381	neu3.4	0	0	0	0	0	0	0	0	1	0.9	0	0	0	0	0	0	0	0
ENSDARG00000096382	neu3.1	9	8	4	5	0.4	0.9	0.5	2	2	2	2	1	2	1	2	2	1	4
ENSDARG00000096383	si:ch211-150o20.5	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0
ENSDARG00000096397	si:dkey-276l13.5	0	0	0	0.6	0	0	0	0.7	0	0	0	0	0	0	0.6	0	0	0
ENSDARG00000096398	si:ch211-276a17.5	0	0	0	0	0	0	0	0.1	3	3	2	0	0	0	0	0	0	0
ENSDARG00000096403	si:dkey-153m14.1	1341	1358	575	985	525	951	1029	363	180	176	194	1829	3494	1940	2140	1229	3107	1606
ENSDARG00000096409	si:dkey-20j1.2	1	0.8	0.6	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.6
ENSDARG00000096411	si:dkey-261j15.2	38	40	28	8	20	22	24	6	5	6	5	7	6	9	13	11	10	3
ENSDARG00000096415	raf1a	12	11	7	19	1	3	1	3	3	4	3	4	3	3	5	4	3	21
ENSDARG00000096417	si:dkey-11f14.2	0.4	0.1	0.3	0.1	0	0	0	0	0.4	0.3	0.2	0.2	0	0	0	0	0	0
ENSDARG00000096419	si:ch211-114n24.7	0	0	0	0	0	0.4	0	15	12	11	15	51	38	40	3	7	14	0
ENSDARG00000096421	si:dkey-45d16.4	0	0	0	0	0	0	0	0.9	1	1	1	0.9	0	1	4	3	2	0
ENSDARG00000096428	si:dkey-217d24.6	67	62	46	48	18	19	17	7	6	6	5	8	9	10	17	14	14	46
ENSDARG00000096433	rock2b	3	3	3	2	2	1	1	1	1	1	2	2	2	1	3	2	2	3
ENSDARG00000096435	si:dkey-285e18.3	0	1	17	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096445	si:ch211-214p16.3	0.1	0.1	0	0.2	0.2	0	0	0	6	21	0.2	0	0	0	0.3	0.3	0.1	0
ENSDARG00000096447	si:dkey-192l18.10	64	71	94	64	62	26	55	0	0	0	0	0	0	0	4	0.9	0.6	42
ENSDARG00000096451	si:ch211-196f5.9	0	0	0	0	0	0.4	0	0.9	2	2	2	1	1	0.7	0.8	0.6	1	0
ENSDARG00000096452	si:dkey-11p10.11	1	1	0.9	0.3	0.3	0	0.3	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096454	ap1m2	62	50	34	120	18	3	5	5	17	11	11	7	5	6	6	6	7	124
ENSDARG00000096455	si:dkey-118j18.3	0	0	0	0	0.6	0.7	0.6	0	0	0	0	0	0	0	0.6	0	0	0
ENSDARG00000096456	si:dkeyp-82h4.3	1	2	4	0	9	6	8	0.7	0.8	0	0	1	0.8	2	2	1	2	0
ENSDARG00000096457	si:dkey-118j18.2	0.6	0.7	3	0.4	5	6	5	8	9	10	8	7	9	9	8	8	10	0.9
ENSDARG00000096461	si:ch211-73m21.2	0.5	1	3	0	3	3	4	0.6	0.4	0.3	0.3	0.9	1	1	1	1	1	0
ENSDARG00000096462	si:dkeyp-82h4.2	0	0	0	0	0	1	0	1	1	0	1	1	0	0.5	2	1	2	0
ENSDARG00000096484	si:ch211-73m21.3	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0.9	0	0
ENSDARG00000096489	si:dkey-227h16.2	0	0	0	0	0.1	0	0	0.2	0.2	0.2	0	0.2	0.3	0	0	0	0.1	0
ENSDARG00000096491	si:ch211-73m21.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096493	si:dkey-22h13.5	0	0	0	0	0	0	0	0.4	1	0	0.4	0	0.9	0.8	0.9	0	0.9	0
ENSDARG00000096497	si:dkey-22h13.3	0.5	0.5	1	0	2	2	1	0.3	0	0	0.3	0.3	0	0	0.5	0.5	0.2	0
ENSDARG00000096499	si:dkey-81i14.5	0	0	0	0	0.7	1	0.6	0	0	0	0.7	0	0	0	0	0	0.6	0
ENSDARG00000096502	si:ch211-278f21.5	0	0	0	0	0.6	3	2	7	14	15	11	5	6	3	5	6	5	0
ENSDARG00000096505	si:ch73-103l1.2	0	0	0	0	0	1	0	0	7	6	3	0	0	0.8	0	0	0	0
ENSDARG00000096506	si:dkey-58j15.11	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0
ENSDARG00000096508	si:ch211-265g21.1	0	0	0	0	0	0.4	0	6	42	41	26	1	3	1	0.4	0.4	1	0
ENSDARG00000096509	si:dkey-27j5.9	0	0	0	0	0	0	0.1	0	0	0.3	0.2	0	0	0	0	0	0	0
ENSDARG00000096513	si:dkey-54g2.6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096514	si:ch211-286b5.2	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096515	si:dkey-58j15.10	0.4	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096517	si:ch1073-357b18.2	0	0.5	0.6	0	0	0	0	1	1	2	1	0	2	2	0	0	0	0
ENSDARG00000096519	irbpl	0	0	0	0	0	0	0	0	0.7	1	0.6	0	0	0	0	0	0	0
ENSDARG00000096527	si:dkey-18j14.5	0	0	2	0	4	2	2	2	2	3	2	1	2	2	3	2	2	0
ENSDARG00000096528	zgc:174928	23	25	18	9	18	23	18	3	2	2	2	4	4	5	10	8	7	9
ENSDARG00000096530	si:ch211-93g23.3	4	6	4	3	1	0	0	0.4	0.9	1	1	0	0	0	0	0	0	2
ENSDARG00000096532	si:dkey-202c14.3	0	0	0	0	0.2	0.3	0.2	0	0	0	0	0.1	0	0.2	0.3	0.2	0.2	0
ENSDARG00000096533	rltgr	0	0	0	0	14	60	29	14	47	37	37	16	9	23	45	28	27	0
ENSDARG00000096540	si:dkey-148e3.2	0	0	0	0	2	0	2	0	0	0.7	1	0	0	1	1	1	0	0
ENSDARG00000096542	si:dkey-31k12.2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096545	si:ch211-191a16.5	0	0	0	0	0	0	0	0.2	0.8	0.5	0.5	0.4	0	0.2	0	0	0	0
ENSDARG00000096546	nrp2a	0	0	0	0	0	0.3	0	13	11	10	13	12	13	12	4	8	11	0
ENSDARG00000096548	si:dkey-6o1.2	0	0	0	0	4	4	4	0	0	0	0	0	0.8	0.7	3	2	3	0
ENSDARG00000096554	si:dkey-25o16.4	51	52	24	63	24	25	26	9	4	3	4	14	16	15	19	15	15	62
ENSDARG00000096556	si:dkey-19f4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0
ENSDARG00000096558	si:ch211-80j13.1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
ENSDARG00000096560	si:dkey-225h23.4	0.9	2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096562	wu:fj29h11	15	14	14	11	13	6	9	2	2	2	2	3	4	4	7	6	6	6
ENSDARG00000096563	si:dkey-269i1.2	0	0	0	0	0	4	0	0.8	0	0	0	4	0.8	10	28	17	19	0
ENSDARG00000096564	si:dkey-31e10.6	0	0.2	0.3	0	0	0.7	0	0.7	1	2	1	0.7	0.7	0.6	0.6	0.6	0.3	0
ENSDARG00000096565	si:dkey-45e15.9	2	2	0.7	0.5	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.2
ENSDARG00000096566	zgc:165656	8	9	5	9	2	0	0	1	0.9	1	1	0.9	0.4	1	0.9	0.8	1	6
ENSDARG00000096571	si:ch211-281p14.2	0	0	16	0	6	3	5	0	0	0	0	0	0	0	1	1	0	0
ENSDARG00000096575	si:dkey-182i3.9	1	0.9	0.7	0.2	1	2	1	0.3	0.5	0	0.3	0.7	0.5	0.7	2	0.8	1	0
ENSDARG00000096577	adgre9	0.2	0.5	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096578	cul4a	10	8	7	10	7	10	8	16	19	20	16	16	19	15	17	17	19	4
ENSDARG00000096579	si:dkey-9c18.3	6	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096580	si:ch211-42i9.10	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8	0.8	0
ENSDARG00000096584	si:ch211-14k19.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
ENSDARG00000096587	itgam	0.3	0.1	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096592	si:ch211-198k9.10	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
ENSDARG00000096594	lratb	0.8	2	36	2	19	55	17	7	3	3	4	8	6	10	30	18	13	0.8
ENSDARG00000096596	zgc:173552	2	2	4	0	7	4	6	0	0	0	0	0	2	2	5	4	4	0
ENSDARG00000096597	ATP5SL	6	5	3	2	2	3	2	4	2	2	4	7	7	7	9	11	10	3
ENSDARG00000096599	si:ch211-160d14.9	0	0	0	0	0.6	0	0	0.7	0.8	0.9	0.6	0	2	0.2	0	0	0	0
ENSDARG00000096601	FAM13C	2	3	0.8	1	0	0	0	0.6	2	2	2	0	0	0	0	0	0	0.7
ENSDARG00000096602	si:ch1073-357b18.4	8	6	11	2	17	22	26	7	5	4	5	7	7	8	7	8	7	0
ENSDARG00000096603	bmb	191	130	29	344	8	3	6	2	0.7	0.6	0.6	2	3	2	7	4	3	334
ENSDARG00000096614	si:dkey-182i3.10	2	3	0.9	1	2	3	3	2	2	2	2	2	2	3	4	4	3	2
ENSDARG00000096616	si:ch211-255p10.3	0	0	0	0	0	0	0	160	168	101	192	32	62	2	0	0	0	0
ENSDARG00000096620	tube1	0.8	0.8	1	0	0.2	0.6	0.3	0	0	0	0	0.2	0.4	0.4	1	2	1	0
ENSDARG00000096628	si:ch73-119o17.1	103	80	11	118	0.9	0.3	0.5	0	0	0	0	0	0	0	0.2	0	0	111
ENSDARG00000096631	MED9	5	6	12	4	25	26	26	9	7	7	8	9	11	10	15	17	12	3
ENSDARG00000096632	si:dkey-22o12.7	0	0	0.7	0	4	8	8	27	39	34	34	30	29	19	17	19	19	0
ENSDARG00000096633	si:dkey-162h11.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096637	si:dkey-11c5.11	0	0	0	0	0	0	0	2	3	2	2	1	0	2	0	0	0	0
ENSDARG00000096639	si:ch211-101l18.8	0	0	0	0	0	2	0	9	5	3	6	15	15	24	7	19	21	0
ENSDARG00000096641	si:dkey-208k4.7	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0
ENSDARG00000096643	si:ch211-198k9.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSDARG00000096644	adgre18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0
ENSDARG00000096645	si:ch211-131k2.2	0	0	0	0	0	0	0	0	0.3	0.6	0.5	0	0	0	0	0	0	0
ENSDARG00000096651	gpr108	43	39	25	57	15	21	16	13	16	14	15	15	18	20	31	30	26	51
ENSDARG00000096654	si:dkey-119m7.8	0	0	0	0	0	0	0	6	5	7	5	7	6	7	0	1	4	0
ENSDARG00000096655	si:ch211-184m19.3	0	0	0	0	0	0	0	5	24	24	17	1	2	1	0	0.2	0.9	0
ENSDARG00000096661	si:ch211-286b5.5	10	11	11	22	34	75	54	32	28	27	32	40	42	39	79	74	65	24
ENSDARG00000096662	abcc3	0.1	0.2	0.2	0.1	4	12	7	5	6	6	6	4	4	5	4	4	4	0
ENSDARG00000096663	si:dkey-249p7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0
ENSDARG00000096667	si:dkey-25o16.2	0	0	2	0	3	0.9	3	26	14	11	16	15	12	7	0	0.5	2	0
ENSDARG00000096668	MZT1	0	0	2	0	13	14	18	11	8	7	12	14	15	13	22	22	19	0
ENSDARG00000096673	si:dkey-150h13.1	2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096674	si:dkey-49c17.2	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096676	si:ch211-213i16.4	5	5	3	6	0.7	0	0	0	0	0	0	0	0	0	0	0.4	0.2	5
ENSDARG00000096678	si:dkey-1f1.3	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0
ENSDARG00000096680	si:dkeyp-104f11.3	0	0	0	0	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096681	si:dkey-1f1.4	0	0	3	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096684	si:dkeyp-122d12.1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	5	5	2	0
ENSDARG00000096687	rgs7b	9	4	3	2	3	0	0.9	1	3	3	2	1	1	0.7	0.5	0.4	0.5	1
ENSDARG00000096688	si:ch73-91k6.1	0	0	2	0	5	2	5	1	0	0	0	0	0	0	0.5	0.5	0	0
ENSDARG00000096689	si:dkey-66i24.9	8	11	27	5	81	90	98	4	2	1	2	7	6	8	29	17	11	7
ENSDARG00000096690	si:dkey-15f23.2	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096697	si:dkey-17e6.1	0.7	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096698	si:ch211-10j20.6	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096700	si:zfos-754c12.1	0	0	0	0	0.2	0.5	0.3	0	0	0	0	0	0	0.1	0.6	0.3	0.3	0
ENSDARG00000096701	si:dkey-21e13.3	0	0	0	0	0.1	0	0	0.6	2	2	2	0	0.1	0	0	0	0	0
ENSDARG00000096703	si:dkey-1h6.8	0	0	0	0	0	0	0	0.5	0.9	1	0.5	0.2	0.4	0	0	0	0	0
ENSDARG00000096704	si:dkey-11c5.12	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096706	si:ch211-270h14.1	0.6	0.7	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096708	si:dkeyp-104f11.8	0	0	0.5	0	3	2	2	0.5	0	0	0	0	0	0.2	1	0.5	0.5	0
ENSDARG00000096709	si:dkey-85n7.9	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096711	si:ch211-194k22.8	27	27	18	13	11	22	16	33	18	15	21	32	38	27	35	36	32	9
ENSDARG00000096712	si:dkey-193p11.2	0	0	0	0	0	0	0	6	15	17	16	7	4	14	1	3	6	0
ENSDARG00000096713	si:ch211-170d12.2	0	0	0	0	0	0	0	4	9	8	12	1	2	1	0	0	0	0
ENSDARG00000096714	si:dkey-66i24.7	16	15	14	24	14	17	11	7	3	1	5	7	9	9	16	14	12	24
ENSDARG00000096715	si:dkeyp-104f11.9	0	0	0	0	0.8	0.8	0	3	2	2	2	2	2	2	2	2	2	0
ENSDARG00000096716	hmx3b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096717	si:rp71-1c10.7	2	2	3	2	3	4	3	3	6	5	8	3	2	2	3	1	1	2
ENSDARG00000096721	si:rp71-1c10.11	0	0	0	0	0	0	0	3	27	25	18	0	0.7	0	0	0	0	0
ENSDARG00000096722	si:dkey-16i5.8	0	0	0	0	0	0	0	0	5	5	0.9	0	0	0	0	0	0	0
ENSDARG00000096725	si:dkey-21c1.1	7	12	2	5	0.6	0.9	0.5	4	5	4	4	4	4	2	2	3	3	5
ENSDARG00000096727	si:dkey-94l16.6	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096735	si:dkey-34f16.9	1	2	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096736	si:ch211-216b21.1	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0.1	0	0
ENSDARG00000096738	si:zfos-911d5.4	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
ENSDARG00000096739	si:dkey-219e21.2	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0
ENSDARG00000096742	si:ch1073-209b21.1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000096749	si:dkey-21c1.6	9	13	3	15	5	0	1	8	8	6	12	10	10	11	4	8	7	14
ENSDARG00000096750	si:dkey-11c5.14	0	0	0	0	0	0	0	0	0	0	0	3	0	8	63	55	29	0
ENSDARG00000096755	si:ch211-202p1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	0
ENSDARG00000096756	si:ch211-196c10.13	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ENSDARG00000096761	si:dkey-33g13.1	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000096764	si:dkey-284m18.1	1	1	0.8	0.6	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
