Ensembl gene id	gene_name	log2FoldChange NoxO1-CTR/NoxO1-STZ	log2FoldChange NoxO1-CTR/WT-CTR	log2FoldChange NoxO1-p47-CTR/WT-CTR	log2FoldChange NoxO1-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/WT-STZ	log2FoldChange WT-CTR/WT-STZ	log2FoldChange p47-STZ/WT-STZ	log2FoldChange NoxO1-p47-STZ/NoxO1-p47-CTR
ENSMUSG00000067722	BC003965	0.260932183	0.016566344	-0.047573768	-0.080535605	0.005770464	0.162225716	-0.069127931	-0.110848346
ENSMUSG00000101262	Gm8326	0.165191822	-0.254375021	-0.153157503	-0.12139866	0.027156744	0.296917699	0.22612035	-0.118795162
ENSMUSG00000031792	Usb1	-0.005636508	0.097653434	-0.152339278	0.372140356	0.287171662	0.267451262	0.172994882	0.169929627
ENSMUSG00000031791	Tmem38a	-0.177549067	0.068344561	0.013504281	0.088034551	-0.263825853	-0.161183168	-0.244268216	-0.118618839
ENSMUSG00000055745	Ldoc1l	-0.305402822	-0.237061669	0.253239474	0.124027994	-0.078378587	0.052076083	0.224234395	-0.384841533
ENSMUSG00000029478	Ncor2	-0.183975329	-0.329776423	-0.020467567	0.001155233	0.289121042	0.14613333	0.170024274	0.161327907
ENSMUSG00000029477	Morn3	-0.79979274	-0.117096924	-1.480616666	0.029050296	-1.312633893	-0.691514493	-0.7578024	0.850867479
ENSMUSG00000029475	Kdm2b	-0.407710267	-0.638715347	-0.749955793	0.175939887	-0.694755992	0.410902671	-0.103612913	-0.344495098
ENSMUSG00000029474	Rnf34	0.098597099	-0.015799738	-0.082329745	0.053926811	-0.110049151	0.16659585	-0.09939881	-0.196478095
ENSMUSG00000029472	Anapc5	-0.045281561	-0.017505364	-0.040230179	-0.008130474	-0.057191015	-0.036985347	-0.157024618	0.01780951
ENSMUSG00000029471	Camkk2	-0.117351232	-0.170792744	-0.195115583	0.035624173	-0.040549775	0.088560966	-0.059493788	0.063649738
ENSMUSG00000029470	P2rx4	0.189161876	0.043319357	0.166055449	-0.370959542	0.021821336	-0.22816808	-0.075507367	0.081669959
ENSMUSG00000017499	Cdc6	-0.499055441	-0.194236341	-0.688586452	0.272296111	0.384589443	-0.038041182	0.029891511	1.101928612
ENSMUSG00000043760	Pkhd1	0.381672119	-0.487691251	-0.051773558	-1.186987561	0.343539199	-0.22445377	-0.987846694	0.593950238
ENSMUSG00000067719	Gm10221	0.114558172	0.284423104	-0.065003689	-0.01435865	-0.041659713	-0.186271241	-0.354891193	0.207176767
ENSMUSG00000031789	Cngb1	-0.162760305	-0.332860282	-0.606368651	0.133939527	0.536700922	0.310815817	-0.300645687	0.821249001
ENSMUSG00000031788	Kifc3	0.789495156	0.307013361	0.852824247	-0.724427349	-0.164386826	-0.189336127	0.012707301	-0.82256451
ENSMUSG00000031787	Katnb1	-0.018493357	0.015486165	0.031719446	-0.125059347	-0.073223125	-0.160901327	-0.269289492	0.053983894
ENSMUSG00000017493	Igfbp4	0.126420083	-0.074866431	0.034126621	-0.110381225	0.217645685	0.089631346	0.195438923	0.091706159
ENSMUSG00000031785	Adgrg1	-0.575415756	-0.252092285	0.004793469	-0.271132757	-0.032716449	-0.597415184	-0.102269482	0.556866097
ENSMUSG00000067713	Prkag1	-0.274894113	-0.082182438	-0.08056561	0.126206494	0.005627164	-0.068215071	-0.094293441	0.151840676
ENSMUSG00000017491	Rarb	-0.123428769	-0.189107272	0.096382754	0.003699586	-0.012742967	0.068590533	0.103645687	-0.179475418
ENSMUSG00000031783	Polr2c	0.039232657	0.290035642	-0.086864988	0.296341171	0.03664941	0.04441713	0.012923436	0.076383877
ENSMUSG00000031782	Coq9	0.163081785	0.323420392	0.24941115	-0.240452771	-0.106281797	-0.403780352	-0.509337324	0.045251201
ENSMUSG00000031781	Ciapin1	-0.14889356	0.209819319	0.161997194	0.136409055	0.083817478	-0.224755894	-0.236040578	0.144215119
ENSMUSG00000031780	Ccl17	-1.393080547	0.491088175	1.0518004	1.62656668	1.523074036	-0.381241466	-0.296580444	0.78661911
ENSMUSG00000055737	Ghr	-0.166343458	-0.127284762	0.220691436	-0.334676312	-0.340241976	-0.374947082	-0.141644891	-0.188224812
ENSMUSG00000055733	Nap1l3	0.538138806	-0.201644383	0.164539826	-1.482291055	-1.506281437	-0.728621418	-1.293412057	-0.933141185
ENSMUSG00000029469	Ift81	0.432325539	0.060065967	0.30737932	-0.18709354	0.287851224	0.184376286	0.362287892	-0.206079671
ENSMUSG00000029468	P2rx7	0.011772217	-0.129111478	-0.160387841	0.049275224	-0.10709475	0.189636839	0.117250429	-0.138056167
ENSMUSG00000029467	Atp2a2	0.048540977	0.03271285	0.025416191	0.231484582	0.139398316	0.246382731	0.111470454	-0.134747849
ENSMUSG00000029466	Anapc7	0.011362123	-0.090578569	-0.019687894	0.208401339	0.089429408	0.308422755	-0.008915443	-0.201343636
ENSMUSG00000029465	Arpc3	0.114540071	-0.185544311	-0.157583325	-0.1746713	0.126399215	0.123901839	0.025862326	0.157698107
ENSMUSG00000029464	Gpn3	0.061124786	-0.002950199	0.003185582	0.078826936	0.071557024	0.141545107	0.03774473	-0.075145455
ENSMUSG00000029463	Fam216a	-0.167621617	-0.30934881	0.075470823	0.740410282	-0.45730563	0.896556382	1.300217418	-1.344617544
ENSMUSG00000029462	Vps29	0.213077741	0.032363675	-0.039840268	-0.055896569	0.02716201	0.123539565	-0.092966705	-0.058449565
ENSMUSG00000029461	Fam168a	-0.275194919	-0.022648384	0.081480991	0.136728584	-0.038816065	-0.11692696	0.090901026	-0.005854961
ENSMUSG00000101249	Gm29216	0.31556947	0.2446569	0.157416529	-0.387141817	-0.179335061	-0.31836177	-0.455282208	-0.020986636
ENSMUSG00000017485	Top2b	-0.051213037	-0.049746203	-0.012529461	-0.070022437	-0.156823898	-0.072567146	-0.131389706	-0.0739819
ENSMUSG00000031778	Cx3cl1	0.411978719	0.129410065	0.345421436	-0.027702317	0.739089222	0.25316805	0.717637642	0.138061462
ENSMUSG00000031776	Arl2bp	0.111124204	0.096471217	0.076711274	0.038779398	-0.051935719	0.051369364	-0.100917257	-0.182394817
ENSMUSG00000031774	Fam192a	0.017168244	0.003721011	-0.148314898	-0.058215	-0.060329364	-0.046524255	-0.148398991	0.132252839
ENSMUSG00000101240	Gm28266	0.511720493	0.792358974	0.146395818	0.166158144	-0.113724486	-0.142231537	-0.035762784	-0.121935731
ENSMUSG00000031770	Herpud1	0.059079805	-0.420079601	-0.293901694	-0.287922435	-0.128413313	0.189943238	-0.015755016	-0.026591175
ENSMUSG00000055723	Rras2	-0.295693336	-0.103808839	-0.094554586	-0.030203038	-0.181130646	-0.223737826	-0.324560796	0.13469201
ENSMUSG00000029458	Brap	-0.184083193	-0.137941	-0.056847554	-0.176897928	-0.119428712	-0.224466491	-0.261096161	0.159337761
ENSMUSG00000055720	Ubl7	-0.230549916	-0.228382534	-0.221635917	-0.107875153	-0.13316409	-0.112088115	-0.122777853	0.198212263
ENSMUSG00000029456	Acad10	-0.103995081	0.047035889	1.10882435	-0.420501297	0.372563678	-0.574147027	0.247845259	-0.16684322
ENSMUSG00000029455	Aldh2	0.06069302	0.048803282	0.05429164	0.023696105	-0.052537699	0.033544682	0.019674813	-0.142727173
ENSMUSG00000029452	Tmem116	0.505178622	0.777179737	0.007089041	-0.177956715	0.128766152	-0.471298027	0.304916158	0.55636315
ENSMUSG00000017478	Zc3h18	0.14678295	0.062467797	-0.07850368	-0.001293125	0.152306446	0.081724594	0.217796383	0.146638423
ENSMUSG00000031767	Nudt7	0.098529148	0.338253997	0.537884188	-0.029636046	0.099572273	-0.271505255	-0.157577637	-0.16961221
ENSMUSG00000101236	Gm6750	0.044446655	0.039094938	0.024445964	0.036887024	0.052790979	0.041320703	-0.003821797	-0.014540835
ENSMUSG00000009185	Ccl8	1.796914032	0.443541132	0.330499874	-0.857701401	3.692613239	0.497474771	3.135622455	2.862691719
ENSMUSG00000031495	Cd209d	1.164668858	0.005373677	0.132870324	-0.169060412	1.025621086	0.995237092	0.36492138	-0.104028835
ENSMUSG00000055717	Slain1	0.69936668	-0.253644337	0.076213376	-1.18039826	-0.360292175	-0.15935826	-1.694098543	-0.274280711
ENSMUSG00000029449	Rhof	0.035313209	-0.257383724	-0.057312397	-0.314356322	-0.246993413	-0.022646984	-0.099595492	-0.168696951
ENSMUSG00000029447	Cct6a	0.013759554	-0.049884141	-0.174133924	-0.010724831	-0.10659914	0.05191793	-0.19000619	0.013383634
ENSMUSG00000029446	Psph	0.52758372	0.107505329	0.503913426	-0.332584111	0.28135396	0.087908985	-0.019771613	-0.312755586
ENSMUSG00000029442	Wdr66	-0.282181383	-0.915560258	-0.503690807	-0.101116513	0.95328185	0.53985494	0.899298772	0.911393817
ENSMUSG00000029440	Psmd9	0.092973606	0.065436343	0.030958103	-0.100182148	0.104898625	-0.07410199	-0.056919164	0.145589993
ENSMUSG00000043733	Ptpn11	0.12205707	0.055066772	0.028387097	-0.002549729	0.222971202	0.063783088	0.175756898	0.128649885
ENSMUSG00000017466	Timp2	0.28736671	-0.138130783	-0.054437331	-0.111778785	0.099779765	0.312184056	0.132172612	-0.160215497
ENSMUSG00000031758	Cdyl2	0.459754478	-0.142648291	-0.088137433	-0.417571941	-0.560371356	0.193176395	0.109154484	-0.65996465
ENSMUSG00000031756	Cenpn	-0.290182595	-0.303623325	0.562889584	0.06501199	0.553358136	0.074789449	0.170784621	-0.090306532
ENSMUSG00000101225	1700008J07Rik	-0.075933181	-0.224310556	-0.163043173	-0.132620314	-0.259343804	0.015624597	-0.11801347	-0.112949785
ENSMUSG00000031755	Bbs2	0.019699038	0.329427184	0.184797482	-0.125123705	-0.490461018	-0.437324236	-0.090514743	-0.240394673
ENSMUSG00000031754	Nudt21	-0.116898334	-0.089259359	-0.054271475	0.038387381	0.008626332	0.009148939	-0.065792177	0.051275284
ENSMUSG00000031753	Cog4	-0.039526818	-0.068532544	0.149816201	-0.087349901	-0.118381392	-0.059847786	-0.170891697	-0.210439809
ENSMUSG00000031751	Amfr	0.053598215	0.071567832	0.118519873	-0.0305768	-0.125664204	-0.04999258	0.019523581	-0.196455517
ENSMUSG00000031750	Il34	0.275389153	0.005753502	0.668437401	-1.106596102	-0.941969323	-0.835541225	-0.860620073	-0.775312988
ENSMUSG00000055707	Klhl26	-0.295344878	-0.173352456	-0.183903371	0.274242438	0.109467127	0.150812456	-0.048219897	0.140274375
ENSMUSG00000005483	Dnajb1	0.568324041	-0.027156312	0.132574889	-0.249041982	0.006881861	0.345446215	0.169227818	-0.473689608
ENSMUSG00000005481	Ddx39	-0.63112643	-0.338470273	-0.232341327	0.21007971	0.187948941	-0.085415499	-0.281473112	0.50232839
ENSMUSG00000029439	Sfswap	-0.349071772	-0.275856028	-0.118509782	0.07451959	-0.067397372	0.000583004	0.047893332	0.048443639
ENSMUSG00000029438	Bcl7a	-0.596306033	-0.384523617	-0.007113746	0.030812895	-0.629900618	-0.184637909	-0.150912274	-0.439576001
ENSMUSG00000029436	Mmp17	-0.245373871	-0.026971237	-0.145771029	0.453675414	-0.098701091	0.234104877	-0.043288117	-0.189055199
ENSMUSG00000029434	Vps33a	-0.032148711	0.067113767	0.494255662	-0.188987505	0.351177087	-0.290452199	0.220615621	0.144242479
ENSMUSG00000029433	Diablo	0.064020019	-0.064564353	-0.028434582	-0.398409365	-0.241575641	-0.272720181	-0.477093983	0.05718731
ENSMUSG00000029432	Gbas	0.027132545	0.098779918	0.288857871	-0.220915351	-0.263552168	-0.294949867	-0.122893099	-0.259911785
ENSMUSG00000029430	Ran	0.015320419	0.075940156	0.02785073	0.153017754	0.213216421	0.090744389	-0.058696799	0.092482875
ENSMUSG00000101219	Gm20302	-0.500676185	-0.156277111	-0.168648806	0.428561047	0.43775289	0.079459416	-0.290026495	0.523358241
ENSMUSG00000031749	St3gal2	0.115192265	-0.007620384	0.023449117	0.141292276	0.001635376	0.263023547	0.036673183	-0.286714512
ENSMUSG00000031748	Gnao1	0.136348909	-0.032674201	-0.12541051	-0.237160404	-0.248136139	-0.070408028	0.011492225	-0.054580136
ENSMUSG00000017453	Pipox	0.486150732	0.062527235	-0.002765472	-0.32355409	-0.428248558	0.099412109	0.082421961	-0.525489772
ENSMUSG00000101210	Gm28720	0.694682414	-0.670232724	-0.601954822	0.164904169	1.394677517	1.642304318	1.604674736	0.375291227
ENSMUSG00000031740	Mmp2	0.287029741	-0.276642263	-0.28950091	-0.21607144	0.00216787	0.346244741	-0.117374029	-0.056638275
ENSMUSG00000005470	Asf1b	0.987573958	0.592777032	0.497048494	-0.656765095	0.860986236	-0.245133128	0.057222627	0.591896218
ENSMUSG00000029428	Stx2	-0.214708979	-0.015718107	0.202335938	0.036022242	-0.070621495	-0.164949846	-0.018764927	-0.110324739
ENSMUSG00000029427	Zcchc8	-0.18795572	-0.017249517	0.051188855	0.093116265	-0.191072841	-0.078984512	0.026792019	-0.165663835
ENSMUSG00000029426	Scarb2	-0.369701574	-0.092107997	-0.069564837	0.194157275	0.024854161	-0.084955128	0.166330253	0.176879299
ENSMUSG00000072875	Gpr27	1.091668476	-0.126101145	0.016017958	-0.364477707	0.118324239	0.854828389	-0.007538868	-0.752849611
ENSMUSG00000043716	Rpl7	-0.069734915	0.081405574	-0.052652781	0.148610046	0.016543771	-0.004181358	-0.016911227	0.070958559
ENSMUSG00000029422	Rsrc2	0.139429513	0.041075007	0.017484053	0.015701176	-0.184909128	0.112736716	0.019157428	-0.317213222
ENSMUSG00000101209	Gm8524	-0.801070419	0.168421284	0.861060673	0.246855085	0.168554484	-0.793331704	-0.228685453	0.062100899
ENSMUSG00000017446	C1qtnf1	0.118695727	-0.04175975	-0.159468901	0.061632457	0.190827475	0.220490456	0.111378883	0.127829042
ENSMUSG00000031736	Crnde	-0.096065005	-0.578106861	0.643279069	0.089731558	0.38422679	0.613045686	0.310855122	-0.847332999
ENSMUSG00000031734	Irx3	-0.426184422	-0.392592931	-0.374244943	-0.026212932	0.071630597	-0.066116648	-0.31233772	0.5027686
ENSMUSG00000031732	Phlpp2	0.035841225	-0.339444764	-0.081559012	-0.318884488	-0.19823297	0.057006363	0.153477331	-0.175210683
ENSMUSG00000005469	Prkaca	0.217375839	0.124303106	0.078320022	-0.128475233	-0.11644353	-0.037713452	-0.226384578	-0.159283661
ENSMUSG00000031731	Ap1g1	0.064788896	-0.160189836	0.045686245	-0.176265021	-0.115339883	0.047970281	-0.01276682	-0.210669652
ENSMUSG00000031730	Dhodh	0.240012541	0.191393628	-0.054927825	-0.182769638	-0.055667062	-0.135912833	-0.348211391	0.132242733
ENSMUSG00000005465	Il27ra	-0.185530312	-0.740539638	-0.397448002	-0.171408543	-0.426529182	0.387521802	0.093303408	-0.412567247
ENSMUSG00000027513	Pck1	-0.287151757	0.618753004	1.196777331	-1.044220462	-0.58792704	-1.951834884	-0.879634646	0.165069726
ENSMUSG00000029416	Slc15a4	0.343936079	-0.099310272	-0.021055584	-0.425766748	0.122224282	0.016384843	0.146825852	0.124216573
ENSMUSG00000029415	Sdad1	0.061251493	0.01592265	-0.07625109	-0.409956541	-0.067666214	-0.365760084	-0.237195819	0.371157653
ENSMUSG00000029414	Kntc1	1.331810672	0.42541241	0.308784062	-1.191299611	-0.405877321	-0.166451569	-0.309169183	-0.534485954
ENSMUSG00000029413	Naaa	0.414232549	-0.009057332	0.161038347	-0.093644114	0.476171066	0.32817753	0.316589428	-0.015429179
ENSMUSG00000029410	Ppef2	0.261806233	-0.287663058	-0.540317545	-0.204155322	0.002764609	0.383900124	0.550041912	0.169473049
ENSMUSG00000043702	Pde12	0.142742937	0.083121972	0.041442912	-0.117207219	-0.271403974	-0.058096188	-0.16332699	-0.255841237
ENSMUSG00000031729	Ist1	-0.096250884	0.125351501	0.134056949	-0.044278145	-0.053928821	-0.267014778	-0.028226256	0.076580898
ENSMUSG00000031728	Zfp821	-0.09521624	-0.091212875	-0.095821005	-0.061807886	-0.297713028	-0.066583602	-0.20582939	-0.137354746
ENSMUSG00000015396	Cd83	1.138633434	-0.170619702	-0.023933617	-0.567375369	0.206487334	0.747427409	0.522622469	-0.516506324
ENSMUSG00000031723	Txnl4b	0.225645427	-0.119000226	0.062149241	-0.550442385	-0.440324573	-0.206408043	-0.610595506	-0.29765537
ENSMUSG00000025260	Hsd17b10	-0.694152121	0.191238733	0.057613995	-0.221003073	-0.533102946	-1.108301247	-0.35250142	0.514486923
ENSMUSG00000029408	Abcb9	-0.116220466	0.170149726	0.163448512	0.021821071	-0.092695751	-0.267982875	-0.139081635	0.008734713
ENSMUSG00000029407	Uso1	-0.018939484	0.100472659	0.028509489	0.065801522	-0.066635134	-0.054826153	-0.00082904	-0.042459824
ENSMUSG00000029406	Pitpnm2	0.105754495	0.013953584	0.022445015	0.108349979	-0.110502241	0.199096585	-0.006503002	-0.334331357
ENSMUSG00000029405	G3bp2	-0.048603208	-0.027179931	0.070097408	-0.196236476	-0.323005393	-0.219127275	-0.123749956	-0.17639402
ENSMUSG00000029404	Arl6ip4	-0.227679072	0.139681554	0.060294803	0.211325986	0.048767951	-0.157855914	-0.214162928	0.143841344
ENSMUSG00000029403	Cdkl2	0.087629295	-0.076809961	-0.01588567	-0.470526992	-0.383809055	-0.308089792	-0.4012364	-0.06191214
ENSMUSG00000029402	Snrnp35	-0.132544999	0.073172102	0.014935931	-0.05643487	0.136223368	-0.264228594	0.067081186	0.382444153
ENSMUSG00000029401	Rilpl2	0.090199782	-0.111489647	-0.140050015	-0.009704638	-0.128405506	0.191260368	-0.120554468	-0.181860663
ENSMUSG00000017428	Psmd11	0.024490042	-0.034201329	0.10914564	-0.026845392	0.084086274	0.031748184	0.161907008	-0.059228459
ENSMUSG00000031715	Smarca5	0.074973653	0.151300727	0.141264391	0.064598171	0.123659558	-0.012213438	0.335292968	-0.007563503
ENSMUSG00000017421	Zfp207	-0.076349666	0.000302909	-0.007496289	-0.086292192	-0.082816901	-0.164004896	-0.148098088	0.086530513
ENSMUSG00000031714	Gab1	-0.108865623	-0.050274511	0.16123787	-0.041235646	-0.156311403	-0.101046266	0.287924277	-0.219012093
ENSMUSG00000031712	Il15	-0.050384287	0.537263421	0.400094534	0.544003943	0.160002451	-0.048313057	0.837260641	-0.194454767
ENSMUSG00000031711	Zfp330	0.107760877	-0.143667884	-0.147503205	-0.019178088	0.110808141	0.230448689	0.205585874	0.02548616
ENSMUSG00000031710	Ucp1	1.874562317	2.002065809	0.95813821	-0.912053939	0.24301903	-1.040829484	-2.405068254	0.322462029
ENSMUSG00000005447	Pafah1b3	0.387753622	-0.017393826	-0.129008408	-0.524702843	-0.209655827	-0.120658778	-0.076001082	0.038038664
ENSMUSG00000005442	Cic	-0.116732042	-0.106692192	0.026547022	-0.054024545	-0.02091313	-0.065292143	0.104215122	0.01536734
ENSMUSG00000017418	Arl5b	-0.109418935	-0.218635551	-0.164050944	0.042695518	-0.252125032	0.150840236	0.086981317	-0.240747786
ENSMUSG00000017417	Plxdc1	1.049129616	0.243189855	0.352416756	-0.132591739	0.309304798	0.704243049	0.186716805	-0.73673492
ENSMUSG00000031709	Tbc1d9	0.158122966	0.117831479	0.087717935	-0.004719204	-0.064545186	0.033349455	0.044136248	-0.187711682
ENSMUSG00000031708	Tecr	0.250761728	-0.028189192	-0.027170152	-0.274978202	-0.193822426	0.00105599	-0.24234789	-0.169855237
ENSMUSG00000031706	Rfx1	-0.165788297	-0.254789132	-0.260602741	-0.036165322	-0.099771163	0.052371939	0.010529748	0.106103622
ENSMUSG00000017412	Cacnb4	0.541820464	0.396312828	0.02563329	-0.860455494	0.216820332	-0.714209263	0.168114796	0.889183412
ENSMUSG00000031703	Itfg1	0.233306044	-0.035811638	0.046398069	-0.153780763	-0.157165263	0.113785378	-0.0606495	-0.319553343
ENSMUSG00000031701	Dnaja2	-0.0602475	-0.01487618	-0.037467878	-0.13016867	-0.178219362	-0.17649859	-0.191523845	0.033488011
ENSMUSG00000031700	Gpt2	-0.519176589	-0.376237413	0.138889344	-0.780871623	-0.340940291	-0.925722357	-0.002718985	0.442637481
ENSMUSG00000017405	Nek8	0.245551243	0.12375662	-0.001655192	0.184901342	0.44329105	0.305603258	0.524912294	0.137330255
ENSMUSG00000017404	Rpl19	-0.073489316	0.086943667	-0.002407847	0.131692992	0.100657334	-0.029969284	-0.037159049	0.130816026
ENSMUSG00000017400	Stac2	-1.783470287	-1.428446225	0.359260002	0.082652729	0.250665228	-0.313768642	0.180563563	0.187217018
ENSMUSG00000005417	Mprip	-0.086076374	-0.025835893	0.078103073	0.153191832	0.077237889	0.091911097	0.002497029	-0.095126338
ENSMUSG00000005413	Hmox1	0.115347784	-0.338211255	-0.1612687	-0.400736857	0.729473144	0.053152287	0.450579542	0.83471812
ENSMUSG00000005410	Mcm5	0.402013222	-0.123678652	-0.373310569	-0.330728915	0.407373414	0.197769565	-0.195046658	0.580172309
ENSMUSG00000090098	Alms1-ps2	0.674554751	0.583178368	0.221937976	0.471053652	0.62226177	0.565075577	0.703251719	-0.164981797
ENSMUSG00000090093	Gm14399	-0.053413047	-0.031411212	-0.138184331	-0.381973794	-0.118402694	-0.405196335	-0.46836177	0.420379366
ENSMUSG00000090086	AI480526	-0.118249763	-0.454925902	-0.206071259	-0.552495623	-0.384136886	-0.215441607	-0.147397458	0.034789071
ENSMUSG00000090084	Srpx	0.150378586	-0.281865107	-0.105427129	0.008346816	0.402583526	0.43968367	0.419229	0.065976208
ENSMUSG00000090083	Rnf8	-0.033972872	0.015601217	-0.077291747	-0.227975812	-0.425519225	-0.279330897	-0.231361546	-0.071396194
ENSMUSG00000090079	Gm15849	-0.104850851	-0.190113651	0.096703033	0.987868459	0.027055486	1.086840661	1.001424361	-1.077158857
ENSMUSG00000090074	Gm6921	0.187327336	0.709970079	0.154371034	0.189206293	-0.397095078	-0.342519586	0.006487562	-0.211507986
ENSMUSG00000090069	E430024P14Rik	-0.04548655	-0.402754561	0.470077776	-0.473532253	-0.187310597	-0.107188671	-0.019728976	-0.549284835
ENSMUSG00000090066	1110002E22Rik	0.97429365	0.858578116	0.434339158	-0.517019811	-0.158044708	-0.375114347	-0.986776963	-0.232222041
ENSMUSG00000090063	Dlx6os1	0.163814675	-0.352367547	0.529288567	0.227252936	0.703817312	0.751500252	0.524152264	-0.574339796
ENSMUSG00000090061	Nwd2	0.917198237	0.622233112	-0.530720933	-0.390307748	-0.413504749	-0.051314959	0.132861527	NA
ENSMUSG00000090035	Galnt4	0.158115756	-0.077969478	0.13700703	-0.601378613	-0.633591617	-0.367985696	-0.557466316	-0.404702749
ENSMUSG00000090031	4732440D04Rik	0.429804733	-0.104453831	-0.361980001	0.112566796	0.941900968	0.670374837	1.007750139	0.628692739
ENSMUSG00000090023	Gm16302	1.094631887	0.596495829	-0.149372498	-1.546767375	-1.131142823	-0.969206563	-2.036663828	NA
ENSMUSG00000090019	Gimap1	-0.001358074	-0.019116755	0.067795206	-0.343212441	-0.26401392	-0.326099735	0.327206258	-0.00814397
ENSMUSG00000090015	Gm15446	-0.010784582	0.748479659	0.408165726	0.830726385	0.601427422	0.06682469	0.562736415	0.122860666
ENSMUSG00000090007	Rpl30-ps2	-0.131053559	0.326781942	-0.219262446	0.755756791	0.284945106	0.286604295	-0.319966513	0.216178961
ENSMUSG00000093996	Fam205a3	1.142527536	0.326977713	-0.680845452	-0.638009532	-0.344646718	0.210220637	-0.018179926	0.131959896
ENSMUSG00000090001	Gm9719	-0.258861974	-0.120750318	-0.937897829	0.460928464	0.321919755	0.316129188	0.698024356	0.930292897
ENSMUSG00000090000	Ier3ip1	0.037783537	-0.085084689	-0.125953042	-0.027990598	-0.065160233	0.092615936	-0.181578449	-0.034111955
ENSMUSG00000093979	Gm2237	-0.638129408	-0.695253295	-0.902170859	-0.00537192	0.143697474	0.049953104	-0.002039554	0.986245833
ENSMUSG00000079681	Zglp1	-0.818704236	0.317053653	0.220898948	0.832836371	-0.876483184	-0.368009452	0.351393778	-0.70315455
ENSMUSG00000081999	Gm13461	0.027416634	-0.195542735	-0.209391706	0.080410078	-0.059740311	0.308291645	0.38044376	-0.155650256
ENSMUSG00000081998	Gm13245	0.890134153	0.145854257	0.140764958	-0.970791765	0.779913273	-0.115784848	-0.986082795	0.713340234
ENSMUSG00000081996	Gm7153	-0.382302324	0.144050844	-0.320484319	0.636875074	0.102289231	0.061015647	-0.10300812	0.352086837
ENSMUSG00000081992	Gm13408	-0.010164704	0.241940679	-0.048512893	0.366467769	0.213320712	0.112629227	0.295313823	0.14668572
ENSMUSG00000079677	Fdx1l	-0.049098909	0.007620763	0.012719267	0.049236195	0.09122891	-0.00966941	-0.154213303	0.08555697
ENSMUSG00000093967	Gm26180	0.022883705	-0.02472862	-0.71643758	0.243103209	-0.481362718	0.29137666	0.046159352	-0.052115907
ENSMUSG00000079671	2610203C22Rik	0.401484013	-0.092489129	0.030753156	-0.112802221	1.02518278	0.393627476	0.74890248	0.592228018
ENSMUSG00000081984	Dnajb3	0.223557858	0.554675739	0.713954145	-0.357963297	-0.246887834	-0.711533372	-0.078823313	-0.267126152
ENSMUSG00000079669	Gm17396	0.441412473	0.091114696	0.01324234	-0.251595295	-0.314734876	0.098673567	-0.166684366	-0.427832498
ENSMUSG00000093956	Gm24497	-0.535181119	0.801818017	0.619015861	0.240900175	0.037393586	-1.137032148	-0.608577046	0.531219967
ENSMUSG00000081975	Gm12482	-0.20199098	0.019976703	0.329322692	-0.117296136	-0.367050834	-0.343146725	-0.259381431	-0.354792333
ENSMUSG00000081974	Gm11960	-0.546491227	0.309727798	-0.080899187	0.955771493	0.280838657	0.0509284	0.314439077	0.299034771
ENSMUSG00000081972	Gm16397	0.495445494	0.234245334	0.688819401	-0.385247461	-0.348833407	-0.096206142	0.378096945	-0.920841307
ENSMUSG00000079659	Tmem243	0.186846909	-0.000165948	0.114331435	-0.167126556	0.069192676	0.019287011	0.055463882	-0.066581514
ENSMUSG00000079658	Tceb1	0.050518644	0.124136955	-0.005640954	0.024958966	-0.005833524	-0.050160097	-0.203629676	0.047862093
ENSMUSG00000079657	Rab26	1.318045351	0.845381247	-0.245656841	-0.137587533	0.559543812	0.376058214	0.680043723	0.423450986
ENSMUSG00000079654	Prrt4	0.107180621	-0.083650948	-0.319063041	0.055178092	0.317428618	0.244063924	0.143893524	0.389346961
ENSMUSG00000079652	Fam71f2	0.729095992	1.725629006	0.835023496	0.232695416	0.292495573	-0.858545901	0.245006865	0.249952415
ENSMUSG00000081968	Rpl23a-ps2	0.033399952	0.792829297	0.431459	0.741223129	0.724395733	-0.047449078	0.30697457	0.322101772
ENSMUSG00000081967	Gm14017	0.017229407	0.368630748	0.196957068	-0.011203919	-0.087400097	-0.364901104	-0.333121469	0.078183979
ENSMUSG00000055692	Tmem191c	-0.047717482	0.354119445	0.279781379	0.263566134	-0.081250943	-0.144193602	-0.209002729	-0.219224171
ENSMUSG00000055691	Gja6	0.698932446	0.162431173	-0.00828677	0.230432492	0.073262484	0.768453838	0.133514187	-0.686961661
ENSMUSG00000079641	Rpl39	0.045956107	0.030253607	-0.284653183	0.00635901	-0.023600406	0.020116118	-0.174885312	0.238645317
ENSMUSG00000093931	Amy2a3	-1.670044452	-0.82647163	-0.226641946	1.934666012	1.381804901	1.042160047	1.183982348	0.566211047
ENSMUSG00000093930	Hmgcs1	0.063265239	0.192193961	0.390184067	-0.508308937	-0.095877057	-0.640631026	-0.476476092	0.152259461
ENSMUSG00000081953	Gm12435	-0.336664056	-0.045317465	-0.028796734	0.396260558	0.168242059	0.099556114	0.155731586	0.094652546
ENSMUSG00000055681	Cope	-0.111773048	-0.050165194	-0.078801671	0.008037443	-0.08022811	-0.055408034	-0.325979071	0.051736144
