GeneID	GeneName	GeneName_GeneID	zygote	cleavage2-cell	blastula 128-cell	blastula1k-cell	blastuladome	gastrula50-epiboly	gastrulashield	gastrula75-epiboly	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	pharyngulaprim-5	pharyngulaprim-15	pharyngulaprim-25	hatchinglong-pec	larvalprotrudingmouth	larvalday4	larvalday5
ENSDARG00000092158	cbx3b	cbx3b_ENSDARG00000092158	7	12	14	16	6	1	0.8	2	4	7	9	8	11	16	12	14	15	16
ENSDARG00000092159	si:dkey-10f21.16	si:dkey-10f21.16_ENSDARG00000092159	0	0	0	0	2	10	12	3	0	7	2	1	1	2	0	0	1	0
ENSDARG00000092162	mhc1zaa	mhc1zaa_ENSDARG00000092162	0.2	0.7	0.8	0.9	0.6	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092166	si:dkey-147f3.8	si:dkey-147f3.8_ENSDARG00000092166	0.3	0.6	0	1	3	3	3	2	2	2	1	2	3	2	2	2	3	2
ENSDARG00000092169	si:dkey-250k15.4	si:dkey-250k15.4_ENSDARG00000092169	13	15	26	23	10	2	2	2	1	0.8	0.9	0.7	0.8	0.6	0.3	0.3	0.1	0.1
ENSDARG00000092170	apoc1	apoc1_ENSDARG00000092170	0.9	0.9	0.9	1	16	348	528	627	1031	757	835	1358	1497	724	1412	708	530	333
ENSDARG00000092179	si:ch211-117m22.2	si:ch211-117m22.2_ENSDARG00000092179	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
ENSDARG00000092181	im:7140055	im:7140055_ENSDARG00000092181	94	71	42	47	57	73	55	27	14	11	10	6	4	5	4	4	3	3
ENSDARG00000092191	si:dkey-238c7.13	si:dkey-238c7.13_ENSDARG00000092191	0	0	0	0	0	0	0	1	2	0.9	0.8	0	0	0	0	0	0	0
ENSDARG00000092197	si:dkeyp-53e4.4	si:dkeyp-53e4.4_ENSDARG00000092197	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.2	0.3
ENSDARG00000092199	si:ch211-250c4.4	si:ch211-250c4.4_ENSDARG00000092199	0	0	0	0.1	0.4	0.3	0.7	1	3	3	2	2	1	1	1	3	2	2
ENSDARG00000092202	si:dkey-112g5.16	si:dkey-112g5.16_ENSDARG00000092202	0	0	0.4	0.6	0.5	0.5	0	0	0.2	0	0	0	0	0	0	0	0	0
ENSDARG00000092204	ms4a17a.5	ms4a17a.5_ENSDARG00000092204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	1	2	2
ENSDARG00000092208	si:ch211-253h3.2	si:ch211-253h3.2_ENSDARG00000092208	2	6	10	7	7	4	1	0	2	2	3	3	4	4	8	6	4	5
ENSDARG00000092225	si:dkeyp-13a3.10	si:dkeyp-13a3.10_ENSDARG00000092225	8	7	5	4	4	20	29	18	5	3	3	4	4	3	5	5	5	4
ENSDARG00000092228	si:dkey-27p18.3	si:dkey-27p18.3_ENSDARG00000092228	5	5	5	10	6	6	4	0.6	0	0	0	0.5	0	0	0	0.3	0.7	0.8
ENSDARG00000092240	si:ch211-243a20.3	si:ch211-243a20.3_ENSDARG00000092240	0	0	0	0	0	0	0	0	0	0	0	2	9	10	10	18	12	10
ENSDARG00000092241	znf1009	znf1009_ENSDARG00000092241	0.1	0.4	2	3	2	2	2	2	1	0.9	1	1	1	1	1	1	2	2
ENSDARG00000092243	si:ch211-163b2.2	si:ch211-163b2.2_ENSDARG00000092243	0	0	0	0	0	0	0	2	6	1	5	3	2	3	3	4	5	5
ENSDARG00000092245	si:dkey-157o17.2	si:dkey-157o17.2_ENSDARG00000092245	0	0	0	0	0	0.7	2	0	1	3	2	2	2	1	0	2	0	2
ENSDARG00000092246	si:dkey-20i20.3	si:dkey-20i20.3_ENSDARG00000092246	0.8	1	3	5	3	2	4	5	5	3	3	3	2	2	2	1	2	3
ENSDARG00000092252	si:dkey-103k4.1	si:dkey-103k4.1_ENSDARG00000092252	0	0	0	0.1	0.4	0.7	1	1	1	1	2	1	0.9	2	1	1	1	2
ENSDARG00000092254	si:ch211-190h11.1	si:ch211-190h11.1_ENSDARG00000092254	0	0	0	0	0.4	0.5	1	0.8	0.4	0.8	0.4	0.3	0	0.2	0	0	0	0.5
ENSDARG00000092257	si:dkeyp-93h6.3	si:dkeyp-93h6.3_ENSDARG00000092257	0	0	0	0	2	2	3	2	2	2	0.6	0.8	0	0.7	0.6	0.6	0.7	0.7
ENSDARG00000092259	si:dkey-211g8.5	si:dkey-211g8.5_ENSDARG00000092259	0	0	0	0	45	37	38	29	4	2	2	2	2	0.9	0.9	0.9	0.4	0.5
ENSDARG00000092260	si:ch73-290k24.6	si:ch73-290k24.6_ENSDARG00000092260	0	0	0	0	0	0	0	0	0	0.4	0.7	0.6	0.5	2	2	4	4	4
ENSDARG00000092266	si:ch73-27e22.2	si:ch73-27e22.2_ENSDARG00000092266	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092269	si:dkeyp-41f9.4	si:dkeyp-41f9.4_ENSDARG00000092269	0.2	1	0	0	0	0	0	0	0	0	0	0	0	0	7	7	5	5
ENSDARG00000092272	si:dkey-248g17.3	si:dkey-248g17.3_ENSDARG00000092272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.7	0	0.7	0.8
ENSDARG00000092277	si:dkey-148n20.1	si:dkey-148n20.1_ENSDARG00000092277	0	0	0	0	0	2	1	0.9	3	0.7	0.6	0.4	0.4	0.2	0.3	0.3	0.4	0.4
ENSDARG00000092278	si:dkey-18j14.4	si:dkey-18j14.4_ENSDARG00000092278	0	0	0	0	0	1	0.8	0	0.9	0	0.8	0	0	0	0	0	0	0
ENSDARG00000092281	flnb	flnb_ENSDARG00000092281	0	0	0	0	0	0.4	0.6	0.3	0.1	0.1	0	0.1	0.1	0.1	0.3	2	2	2
ENSDARG00000092282	si:ch211-203l7.3	si:ch211-203l7.3_ENSDARG00000092282	0	0.8	0.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092283	cxl34b.11	cxl34b.11_ENSDARG00000092283	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.7	8	21	37	37
ENSDARG00000092285	cenpv	cenpv_ENSDARG00000092285	0	0.4	1	0.4	0	0	0	1	3	2	2	3	2	1	2	2	2	2
ENSDARG00000092290	si:dkeyp-26a9.2	si:dkeyp-26a9.2_ENSDARG00000092290	7	19	60	55	11	13	18	12	9	9	9	9	8	9	5	2	2	1
ENSDARG00000092295	si:dkey-218i12.3	si:dkey-218i12.3_ENSDARG00000092295	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	2	2
ENSDARG00000092305	poldip2	poldip2_ENSDARG00000092305	40	36	64	70	53	26	26	23	24	23	26	19	17	19	14	15	16	18
ENSDARG00000092310	si:ch211-199g17.2	si:ch211-199g17.2_ENSDARG00000092310	18	22	27	25	17	5	3	5	11	8	5	2	2	2	0.9	0.6	1	2
ENSDARG00000092315	si:dkeyp-15f12.4	si:dkeyp-15f12.4_ENSDARG00000092315	0	0	0	0	0	0	0	0.7	0.6	0.8	0.5	0.2	0	0	0	0	0	0
ENSDARG00000092327	si:dkeyp-2e4.3	si:dkeyp-2e4.3_ENSDARG00000092327	2	2	12	17	7	4	4	6	5	4	4	2	2	3	2	1	1	1
ENSDARG00000092329	si:dkey-156j15.1	si:dkey-156j15.1_ENSDARG00000092329	0	0	0	0.9	3	8	10	7	2	2	2	0.8	0.9	1	0.9	0.9	0	0
ENSDARG00000092335	si:dkey-60a16.4	si:dkey-60a16.4_ENSDARG00000092335	0	0	0	0	0	0.6	1	2	1	1	2	1	2	1	1	1	3	2
ENSDARG00000092337	gas5	gas5_ENSDARG00000092337	0	7	0	0.5	12	44	35	57	75	35	43	21	16	12	7	6	4	3
ENSDARG00000092341	si:rp71-3c13.3	si:rp71-3c13.3_ENSDARG00000092341	0	0	0	0	3	4	6	6	7	3	3	1	2	2	2	0.8	0.8	0.9
ENSDARG00000092348	si:dkey-15h14.4	si:dkey-15h14.4_ENSDARG00000092348	0	0	0	0	3	6	6	2	2	0.9	0	0	0	0.4	0	0	0	0
ENSDARG00000092351	si:dkey-149f22.2	si:dkey-149f22.2_ENSDARG00000092351	0	0	0	0.8	0	0	0	0	0	0.4	0.7	0.6	0	0.9	0.4	0	0.9	0
ENSDARG00000092352	si:dkeyp-32g11.9	si:dkeyp-32g11.9_ENSDARG00000092352	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
ENSDARG00000092354	si:ch211-284e13.6	si:ch211-284e13.6_ENSDARG00000092354	1	2	3	1	3	2	1	2	2	4	6	7	10	13	15	9	10	9
ENSDARG00000092358	si:ch211-114l13.11	si:ch211-114l13.11_ENSDARG00000092358	0	0	0	0	0.3	0	0	0.3	2	1	2	2	3	0.8	5	15	11	6
ENSDARG00000092359	si:dkeyp-113d7.10	si:dkeyp-113d7.10_ENSDARG00000092359	1	2	5	5	4	7	5	6	4	3	5	4	4	5	4	3	4	4
ENSDARG00000092360	si:ch211-51h9.6	si:ch211-51h9.6_ENSDARG00000092360	0	0	5	7	5	6	6	10	20	20	20	15	15	17	12	13	8	6
ENSDARG00000092361	si:dkey-79f11.7	si:dkey-79f11.7_ENSDARG00000092361	0.4	0.4	0.4	0.3	0	0	0	0	1	0	1	0.5	0	0	0	0.8	5	4
ENSDARG00000092362	hsp70.2	hsp70.2_ENSDARG00000092362	0	0	0	0.1	0.6	0.3	0.3	0.4	0.4	0.6	2	0.9	1	4	5	2	2	2
ENSDARG00000092364	si:ch211-218c6.8	si:ch211-218c6.8_ENSDARG00000092364	18	10	7	5	3	5	7	14	24	23	22	17	14	13	9	10	8	5
ENSDARG00000092369	si:dkeyp-77c8.3	si:dkeyp-77c8.3_ENSDARG00000092369	0	0	0	0	0	0	0	0	0	0	0	4	4	5	3	2	2	4
ENSDARG00000092372	si:dkey-148a12.2	si:dkey-148a12.2_ENSDARG00000092372	0	0	0	0	0	0	0	0	4	5	4	5	5	5	3	4	2	3
ENSDARG00000092373	si:dkey-16n15.3	si:dkey-16n15.3_ENSDARG00000092373	0	0	0	0.1	0.4	0.8	2	2	2	0.9	0.6	1	1	0.8	0.8	0.8	0.8	1
ENSDARG00000092376	dlgap2b	dlgap2b_ENSDARG00000092376	0	0	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
ENSDARG00000092379	si:dkeyp-51b9.3	si:dkeyp-51b9.3_ENSDARG00000092379	0	0	0	0	0	0	0	0	0	0	0.8	0	0.4	1	1	3	6	3
ENSDARG00000092380	si:dkey-33c12.14	si:dkey-33c12.14_ENSDARG00000092380	0	0.2	0	0.5	0.6	0.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092383	si:dkeyp-12a9.5	si:dkeyp-12a9.5_ENSDARG00000092383	0	0	0	1	2	2	0.9	0.4	0	0	2	14	12	9	8	26	19	13
ENSDARG00000092387	zgc:193742	zgc:193742_ENSDARG00000092387	0	0.7	0	0	0	3	4	5	7	10	8	7	5	9	9	11	8	7
ENSDARG00000092394	dcun1d4	dcun1d4_ENSDARG00000092394	2	5	7	6	1	0.4	0.2	0.2	2	2	3	3	4	8	8	8	8	9
ENSDARG00000092395	si:ch73-36p18.1	si:ch73-36p18.1_ENSDARG00000092395	0	0	0	0	3	3	3	4	1	1	1	0	0	0	0	0	0	0
ENSDARG00000092398	si:ch211-112l17.3	si:ch211-112l17.3_ENSDARG00000092398	0	0	0	0	0.4	4	5	4	2	3	2	1	0.9	0.9	2	2	2	3
ENSDARG00000092402	si:ch211-208h1.1	si:ch211-208h1.1_ENSDARG00000092402	0	0	0	0	0	0	0	0	0.2	1	2	2	1	1	2	2	2	2
ENSDARG00000092404	LCT (1 of many)	LCT (1 of many)_ENSDARG00000092404	0	0	0	0	0.5	0.3	0	0.1	0.5	0.2	0.2	0.3	0.2	0.2	0	0	0.7	0.9
ENSDARG00000092407	CR391916.1	CR391916.1_ENSDARG00000092407	0	0.3	0.5	0.4	0.4	0.5	0.3	0.2	0.7	1	2	0.9	0.5	0.5	0.5	0.5	0.5	0.9
ENSDARG00000092408	si:ch73-22b20.4	si:ch73-22b20.4_ENSDARG00000092408	0	0	0	0	0	0	0	0	2	2	2	2	0	2	2	0	0	0
ENSDARG00000092419	vtg7	vtg7_ENSDARG00000092419	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0	0
ENSDARG00000092422	si:ch211-130h14.6	si:ch211-130h14.6_ENSDARG00000092422	0	0	0	0	0	0.8	0.7	0	0.8	0	0	0	0	0	0	0	0	0
ENSDARG00000092425	si:ch211-141e20.5	si:ch211-141e20.5_ENSDARG00000092425	0	0	0	0	0	0	0	0	0.5	1	0.5	0	0	1	1	1	1	1
ENSDARG00000092428	si:ch211-224b1.5	si:ch211-224b1.5_ENSDARG00000092428	0	0	0	0	0	1	2	1	3	4	4	2	1	1	0.6	1	1	1
ENSDARG00000092436	BX640584.1	BX640584.1_ENSDARG00000092436	0	0	0.3	2	4	5	5	3	0.9	2	0.9	0.3	0	0	0	0	0	0
ENSDARG00000092439	si:dkey-222l20.1	si:dkey-222l20.1_ENSDARG00000092439	9	11	10	13	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092444	si:dkey-3l5.2	si:dkey-3l5.2_ENSDARG00000092444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	5	4
ENSDARG00000092445	zgc:153352	zgc:153352_ENSDARG00000092445	8	13	25	16	7	2	2	3	3	3	3	2	3	2	1	0.9	1	0.9
ENSDARG00000092448	si:dkey-220o10.1	si:dkey-220o10.1_ENSDARG00000092448	0	0	0	0	1	2	2	2	7	2	2	1	0.6	0.7	0.9	1	1	0.8
ENSDARG00000092452	si:dkey-95p16.1	si:dkey-95p16.1_ENSDARG00000092452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0
ENSDARG00000092455	si:ch211-246e12.3	si:ch211-246e12.3_ENSDARG00000092455	21	21	26	26	29	23	11	3	4	4	6	9	8	6	8	12	15	12
ENSDARG00000092456	si:ch211-188i4.4	si:ch211-188i4.4_ENSDARG00000092456	0	0	0	0	0	0	0	0	0	0	1	1	0.8	0.3	0.8	3	2	3
ENSDARG00000092457	si:ch211-207c6.6	si:ch211-207c6.6_ENSDARG00000092457	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092460	si:dkey-229d2.7	si:dkey-229d2.7_ENSDARG00000092460	0	0	0	0	0	3	4	4	0	0	0	0	0	0	0	2	0	0
ENSDARG00000092463	rhbdd2	rhbdd2_ENSDARG00000092463	4	6	12	14	14	4	4	6	10	8	8	6	7	6	4	3	4	3
ENSDARG00000092464	si:dkeyp-20g2.1	si:dkeyp-20g2.1_ENSDARG00000092464	5	7	16	17	13	6	3	3	3	3	3	3	2	2	1	1	1	1
ENSDARG00000092467	si:ch73-46j18.5	si:ch73-46j18.5_ENSDARG00000092467	1	3	2	2	8	33	41	48	85	103	115	81	83	113	118	85	51	30
ENSDARG00000092470	thbd	thbd_ENSDARG00000092470	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.7	0.5	0	0	0.9	1	0.7
ENSDARG00000092471	si:dkey-7j22.1	si:dkey-7j22.1_ENSDARG00000092471	0	0	0.4	0.5	1	1	2	2	1	0.9	1	0.7	0.3	0.5	0.3	0.6	0.3	0
ENSDARG00000092472	si:ch211-119o8.8	si:ch211-119o8.8_ENSDARG00000092472	0	0	0.5	1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092473	apopt1	apopt1_ENSDARG00000092473	15	26	46	46	31	8	3	3	7	8	9	9	9	8	9	12	11	10
ENSDARG00000092475	znf1109	znf1109_ENSDARG00000092475	0	0	0	3	32	3	1	0.9	0.4	0	0	0.4	0	0	0	0	0	0
ENSDARG00000092476	si:rp71-1f1.4	si:rp71-1f1.4_ENSDARG00000092476	0	0	0	0	0	1	1	0.5	2	0.9	0.4	0	0	0	0	0	0	0
ENSDARG00000092477	si:ch211-190k17.31	si:ch211-190k17.31_ENSDARG00000092477	0	0	0	0	5	8	6	2	0	0.9	0.4	0.8	0	0	0	0	0	1
ENSDARG00000092478	sdhaf1	sdhaf1_ENSDARG00000092478	0	0.3	1	0.4	0.7	0.7	1	0.8	0.4	2	3	2	2	3	1	2	2	2
ENSDARG00000092482	si:dkeyp-110g5.4	si:dkeyp-110g5.4_ENSDARG00000092482	0.5	0.9	3	4	3	3	4	4	4	3	3	3	3	2	3	3	3	3
ENSDARG00000092483	iqcc	iqcc_ENSDARG00000092483	5	6	11	12	4	4	3	3	3	5	3	3	4	4	2	2	2	2
ENSDARG00000092488	khnyn	khnyn_ENSDARG00000092488	0	0	0.5	0	0.3	1	1	2	2	0.9	1	1	0.9	0.7	0.5	0.7	1	1
ENSDARG00000092489	si:ch73-103b9.2	si:ch73-103b9.2_ENSDARG00000092489	0	0	0.5	0.2	0	0	0	0	1	0.5	0.3	0.2	0.6	0.3	0.6	0.6	0.7	0.8
ENSDARG00000092493	si:dkeyp-44a8.2	si:dkeyp-44a8.2_ENSDARG00000092493	20	21	14	18	22	31	26	25	19	21	24	23	24	27	28	27	30	31
ENSDARG00000092498	si:dkeyp-46h3.2	si:dkeyp-46h3.2_ENSDARG00000092498	5	11	12	15	11	11	6	4	1	2	0.4	0	0	0	0	0	0	0
ENSDARG00000092499	si:ch211-183d21.1	si:ch211-183d21.1_ENSDARG00000092499	0.5	0.8	1	1	1	1	1	2	4	2	3	4	3	2	3	3	4	4
ENSDARG00000092503	arid1b	arid1b_ENSDARG00000092503	0.8	1	5	6	3	0.8	0.4	0.9	3	3	3	4	4	5	6	7	7	7
ENSDARG00000092507	znf1013	znf1013_ENSDARG00000092507	0	0	0	0.5	0.3	1	2	2	1	1	1	1	0.8	2	1	1	1	2
ENSDARG00000092508	si:ch73-376l24.2	si:ch73-376l24.2_ENSDARG00000092508	108	84	77	48	37	21	19	21	15	14	12	9	8	8	5	4	4	4
ENSDARG00000092510	si:dkey-47k20.6	si:dkey-47k20.6_ENSDARG00000092510	0	0	0	0	0	0.1	0	0.3	2	3	1	0.4	0.7	0.7	1	2	1	1
ENSDARG00000092517	gpsm1a	gpsm1a_ENSDARG00000092517	0	0	0	0	0	0	0	0	0.1	0.3	0.6	0.8	2	4	8	7	7	6
ENSDARG00000092522	nnt2	nnt2_ENSDARG00000092522	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.4	0.3	0.4	1	1
ENSDARG00000092525	si:dkey-88l16.4	si:dkey-88l16.4_ENSDARG00000092525	4	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092528	si:ch211-281g2.2	si:ch211-281g2.2_ENSDARG00000092528	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092532	si:dkey-21e2.4	si:dkey-21e2.4_ENSDARG00000092532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5
ENSDARG00000092534	si:ch211-62a1.3	si:ch211-62a1.3_ENSDARG00000092534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	66	40
ENSDARG00000092538	si:ch211-262i10.2	si:ch211-262i10.2_ENSDARG00000092538	11	12	5	8	3	0.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092546	pdap1a	pdap1a_ENSDARG00000092546	234	212	125	123	82	99	111	135	206	213	177	120	88	91	52	47	36	27
ENSDARG00000092550	si:dkey-85a20.4	si:dkey-85a20.4_ENSDARG00000092550	2	7	4	4	1	0	0.7	0.9	2	0.8	1	0	0	0.4	0.4	0	0	0
ENSDARG00000092551	si:dkey-56e3.2	si:dkey-56e3.2_ENSDARG00000092551	0	0	0	0	0	0	0	0	0	0	0.3	2	2	2	4	4	6	5
ENSDARG00000092553	slc25a5	slc25a5_ENSDARG00000092553	917	871	571	627	924	1307	1587	1847	2062	2172	2038	2127	2291	2055	2329	2314	2375	2414
ENSDARG00000092556	si:ch211-214j8.12	si:ch211-214j8.12_ENSDARG00000092556	6	6	11	10	3	0.4	0	0.4	0.7	1	0.7	1	1	1	1	1	2	2
ENSDARG00000092561	pimr201	pimr201_ENSDARG00000092561	0	0	0	0	0.5	0.5	0.4	0.2	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092567	si:dkey-61l1.4	si:dkey-61l1.4_ENSDARG00000092567	0.3	0.3	0.6	0.8	0.6	0.4	0.1	0	0	0.3	0.8	2	2	2	2	2	2	1
ENSDARG00000092569	si:dkey-73n10.7p	si:dkey-73n10.7p_ENSDARG00000092569	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
ENSDARG00000092574	si:ch211-198d23.1	si:ch211-198d23.1_ENSDARG00000092574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	8	7
ENSDARG00000092576	si:ch211-160j14.4	si:ch211-160j14.4_ENSDARG00000092576	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092578	si:ch211-222e20.4	si:ch211-222e20.4_ENSDARG00000092578	0	0.2	0	0.6	2	3	2	2	4	3	2	2	2	2	1	1	2	1
ENSDARG00000092583	si:dkey-16p19.5	si:dkey-16p19.5_ENSDARG00000092583	0	0	0	1	14	19	28	23	12	12	8	10	7	7	4	2	1	1
ENSDARG00000092584	si:ch1073-385f13.3	si:ch1073-385f13.3_ENSDARG00000092584	0	0	0	0	0	0	0	0	0	0.5	0.5	0.6	0.7	0.6	0.3	0.7	0.7	0.7
ENSDARG00000092596	si:dkeyp-44d3.1	si:dkeyp-44d3.1_ENSDARG00000092596	0	0	0	0.4	3	6	6	5	4	2	3	3	1	0	0	0	0	0
ENSDARG00000092599	si:ch211-112k3.2	si:ch211-112k3.2_ENSDARG00000092599	1	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092600	si:dkey-256e7.5	si:dkey-256e7.5_ENSDARG00000092600	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.4	0	0.4	0	0.3
ENSDARG00000092602	BX546499.1	BX546499.1_ENSDARG00000092602	2	6	6	6	6	0	0	0	11	5	6	4	2	2	2	1	2	4
ENSDARG00000092605	znf1003	znf1003_ENSDARG00000092605	0.5	1	6	7	5	3	2	3	3	2	2	2	1	2	1	0.9	1	2
ENSDARG00000092607	si:dkey-78l4.3	si:dkey-78l4.3_ENSDARG00000092607	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092608	BX855614.1	BX855614.1_ENSDARG00000092608	0.2	0.2	0.7	1	0.7	1	2	2	2	2	2	2	1	2	2	1	1	1
ENSDARG00000092609	aup1	aup1_ENSDARG00000092609	32	45	43	40	41	22	24	29	27	26	24	20	19	16	16	15	16	17
ENSDARG00000092610	lamp1	lamp1_ENSDARG00000092610	88	140	84	76	48	25	16	25	18	19	20	14	10	15	15	19	18	17
ENSDARG00000092617	si:dkey-22h13.2	si:dkey-22h13.2_ENSDARG00000092617	0	0	0	0	5	7	7	5	2	2	1	1	1	0.5	0.5	0	0	0.2
ENSDARG00000092623	si:dkey-183n20.8p	si:dkey-183n20.8p_ENSDARG00000092623	0	0	0	0	0	0	0	0	0.6	0.5	0.5	0	0	0.7	0	0.6	0.7	2
ENSDARG00000092624	SPTBN4	SPTBN4_ENSDARG00000092624	0.2	0.4	0.6	0.7	0.6	0.4	0.1	0.1	0.3	0.3	0.4	0.6	1	4	5	3	3	3
ENSDARG00000092626	zgc:174931	zgc:174931_ENSDARG00000092626	0	0.4	0.8	2	0.7	0.5	0.5	0.5	0.4	0	0.4	0.6	0	0	0.2	0.4	0.5	0.5
ENSDARG00000092632	si:dkeyp-116h7.2	si:dkeyp-116h7.2_ENSDARG00000092632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	3	2	3
ENSDARG00000092633	si:dkey-193h7.5	si:dkey-193h7.5_ENSDARG00000092633	0	0	0	0	1	3	2	3	3	3	4	3	3	4	4	5	6	6
ENSDARG00000092636	si:ch211-260c23.1	si:ch211-260c23.1_ENSDARG00000092636	0	0	0	0	0.5	2	2	2	2	0.8	0.8	0.5	0.5	0.9	0.2	0.2	0.2	0.6
ENSDARG00000092638	ptprua	ptprua_ENSDARG00000092638	0	0	0.5	0.4	1	0.5	1	1	1	0.7	4	6	3	3	6	6	6	6
ENSDARG00000092644	ago1	ago1_ENSDARG00000092644	11	20	19	16	5	1	0.5	0.9	1	2	3	4	6	7	3	1	1	2
ENSDARG00000092648	mvdb	mvdb_ENSDARG00000092648	0	0	3	5	0	0	4	4	5	5	4	5	2	4	0	4	4	0
ENSDARG00000092651	si:dkey-57a22.11	si:dkey-57a22.11_ENSDARG00000092651	63	84	57	48	13	8	9	11	8	7	7	7	7	7	5	2	2	1
ENSDARG00000092652	qrfpr4	qrfpr4_ENSDARG00000092652	0	0	0	0	0	0	0	0	0.3	0	0.2	0.7	1	0.7	0.7	0.6	0.7	0.4
ENSDARG00000092653	si:dkey-1h24.6	si:dkey-1h24.6_ENSDARG00000092653	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0.2	0.3
ENSDARG00000092659	ppp3r1a	ppp3r1a_ENSDARG00000092659	19	19	10	11	5	6	5	6	9	6	9	8	13	15	16	29	32	29
ENSDARG00000092660	cyp27c1	cyp27c1_ENSDARG00000092660	0	0	0	0	3	37	60	53	5	7	10	9	8	6	3	2	1	1
ENSDARG00000092662	dnaaf3	dnaaf3_ENSDARG00000092662	0	0	0	0	0	0	0	0	0.4	0.5	0.8	0.6	0	0	0	0	0	0
ENSDARG00000092664	si:dkey-93m18.3	si:dkey-93m18.3_ENSDARG00000092664	0.5	25	9	5	2	5	3	2	1	1	1	0.9	0	0	0	0	1	0
ENSDARG00000092667	si:ch211-271e10.2	si:ch211-271e10.2_ENSDARG00000092667	0	0	0	0.9	0	0	0	0	0	0	0	1	0	0	0	0	0.5	1
ENSDARG00000092671	PARD3B (1 of many)	PARD3B (1 of many)_ENSDARG00000092671	28	23	22	21	21	20	12	8	1	1	2	2	2	2	2	2	3	3
ENSDARG00000092673	si:dkey-181m9.5	si:dkey-181m9.5_ENSDARG00000092673	0	0	0	0	1	0	0.9	1	1	2	1	5	12	10	14	26	23	18
ENSDARG00000092677	coa6	coa6_ENSDARG00000092677	0	2	2	3	2	5	6	7	13	19	16	16	14	20	20	25	22	21
ENSDARG00000092680	si:dkey-58f10.12	si:dkey-58f10.12_ENSDARG00000092680	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	1	2	2	2
ENSDARG00000092687	si:ch211-130h14.6	si:ch211-130h14.6_ENSDARG00000092687	0	0	0	0	0	0	0	0	0.6	0.6	0	0	0	0.3	0	0.7	0	0
ENSDARG00000092693	tpt1	tpt1_ENSDARG00000092693	532	441	217	241	441	789	954	1158	1660	1999	1739	1277	1415	1214	1255	965	984	1024
ENSDARG00000092696	cyp11a2	cyp11a2_ENSDARG00000092696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.7	0.5
ENSDARG00000092702	si:dkeyp-20e4.8	si:dkeyp-20e4.8_ENSDARG00000092702	2	3	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092704	BX072532.1	BX072532.1_ENSDARG00000092704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	2	0.6
ENSDARG00000092705	si:ch211-199g17.8	si:ch211-199g17.8_ENSDARG00000092705	1	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000092708	si:dkey-228c11.4	si:dkey-228c11.4_ENSDARG00000092708	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
